"source","question_id","outline_code","source_outline_code","correct_percent","subject","subtopic","key","path","pilot_question_status","has_finished_transform"
"foc_qbank","14762","33040301","33040301","79","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14762.md","in_scope_exact_code","False"
"foc_qbank","14767","33040301","33040301","67","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14767.md","in_scope_exact_code","True"
"foc_qbank","14777","33040301","33040301","56","Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\14777.md","in_scope_exact_code","True"
"foc_qbank","14781","33040301","33040301","69","Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\14781.md","in_scope_exact_code","True"
"foc_qbank","17771","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\17771.md","in_scope_exact_code","False"
"foc_qbank","19053","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\19053.md","in_scope_exact_code","False"
"foc_qbank","21219","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\21219.md","in_scope_exact_code","False"
"foc_qbank","22178","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\22178.md","in_scope_exact_code","False"
"foc_qbank","22185","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\22185.md","in_scope_exact_code","False"
"foc_qbank","22188","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\22188.md","in_scope_exact_code","False"
"foc_qbank","22204","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\22204.md","in_scope_exact_code","False"
"foc_qbank","22215","33040301","33040301",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\22215.md","in_scope_exact_code","True"
"foc_finished","14766","33040302","33040302",,"EVIDENCE","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\Finished\CQ14766.md","transformed_exact_code","True"
"foc_finished","14769","33040302","33040302",,"EVIDENCE","Present sense impression and recorded recollection","D","C:\FOC\Workspace\Finished\CQ14769.md","transformed_exact_code","True"
"foc_finished","14773","33040302","33040302",,"EVIDENCE","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\Finished\CQ14773.md","transformed_exact_code","True"
"foc_finished","14776","33040302","33040302",,"EVIDENCE","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\Finished\CQ14776.md","transformed_exact_code","True"
"foc_finished","14783","33040302","33040302",,"EVIDENCE","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\Finished\CQ14783.md","transformed_exact_code","True"
"foc_finished","14785","33040302","33040302",,"EVIDENCE","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\Finished\CQ14785.md","transformed_exact_code","True"
"foc_finished","14789","33040302","33040302",,"EVIDENCE","Not requiring unavailability of declarant","C","C:\FOC\Workspace\Finished\CQ14789.md","transformed_exact_code","True"
"foc_finished","14791","33040302","33040302",,"EVIDENCE","Learned treatise exception","D","C:\FOC\Workspace\Finished\CQ14791.md","transformed_exact_code","True"
"foc_finished","14795","33040302","33040302",,"EVIDENCE","Not requiring unavailability of declarant","C","C:\FOC\Workspace\Finished\CQ14795.md","transformed_exact_code","True"
"foc_finished","14803","33040302","33040302",,"EVIDENCE","Not requiring unavailability of declarant","C","C:\FOC\Workspace\Finished\CQ14803.md","transformed_exact_code","True"
"foc_finished","14805","33040302","33040302",,"EVIDENCE","Not requiring unavailability of declarant","C","C:\FOC\Workspace\Finished\CQ14805.md","transformed_exact_code","True"
"foc_finished","14815","33040302","33040302",,"EVIDENCE","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\Finished\CQ14815.md","transformed_exact_code","True"
"foc_finished","22150","33040302","33040302",,"EVIDENCE","Hearsay Exceptions - Not requiring unavailability of declarant","A","C:\FOC\Workspace\Finished\CQ22150.md","transformed_exact_code","True"
"foc_finished","22152","33040302","33040302",,"EVIDENCE","Hearsay Exceptions - Not requiring unavailability of declarant","C","C:\FOC\Workspace\Finished\CQ22152.md","transformed_exact_code","True"
"foc_finished","22157","33040302","33040302",,"EVIDENCE","Hearsay Exceptions Not Requiring Unavailability","C","C:\FOC\Workspace\Finished\CQ22157.md","transformed_exact_code","True"
"foc_finished","22225","33040302","33040302",,"EVIDENCE","Witnesses","B","C:\FOC\Workspace\Finished\CQ22225.md","transformed_exact_code","True"
"foc_finished","22238","33040302","33040302",,"EVIDENCE","Hearsay rule","D","C:\FOC\Workspace\Finished\CQ22238.md","transformed_exact_code","True"
"foc_qbank","14766","33040302","33040302","68","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14766.md","in_scope_exact_code","True"
"foc_qbank","14769","33040302","33040302","50","Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\14769.md","in_scope_exact_code","True"
"foc_qbank","14773","33040302","33040302","65","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14773.md","in_scope_exact_code","True"
"foc_qbank","14774","33040302","33040302","72","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14774.md","in_scope_exact_code","False"
"foc_qbank","14776","33040302","33040302","71","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14776.md","in_scope_exact_code","True"
"foc_qbank","14779","33040302","33040302","80","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14779.md","in_scope_exact_code","False"
"foc_qbank","14782","33040302","33040302","57","Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\14782.md","in_scope_exact_code","False"
"foc_qbank","14783","33040302","33040302","52","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14783.md","in_scope_exact_code","True"
"foc_qbank","14784","33040302","33040302","84","Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\14784.md","in_scope_exact_code","False"
"foc_qbank","14785","33040302","33040302","63","Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\14785.md","in_scope_exact_code","True"
"foc_qbank","14786","33040302","33040302","75","Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\14786.md","in_scope_exact_code","False"
"foc_qbank","14787","33040302","33040302","79","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14787.md","in_scope_exact_code","False"
"foc_qbank","14789","33040302","33040302","82","Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\14789.md","in_scope_exact_code","True"
"foc_qbank","14790","33040302","33040302","72","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14790.md","in_scope_exact_code","False"
"foc_qbank","14791","33040302","33040302","44","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14791.md","in_scope_exact_code","True"
"foc_qbank","14792","33040302","33040302","80","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14792.md","in_scope_exact_code","False"
"foc_qbank","14794","33040302","33040302","58","Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\14794.md","in_scope_exact_code","False"
"foc_qbank","14795","33040302","33040302","62","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14795.md","in_scope_exact_code","True"
"foc_qbank","14801","33040302","33040302","80","Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\14801.md","in_scope_exact_code","False"
"foc_qbank","14802","33040302","33040302","91","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14802.md","in_scope_exact_code","False"
"foc_qbank","14803","33040302","33040302","66","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14803.md","in_scope_exact_code","True"
"foc_qbank","14805","33040302","33040302","50","Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\14805.md","in_scope_exact_code","True"
"foc_qbank","14810","33040302","33040302","82","Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\14810.md","in_scope_exact_code","False"
"foc_qbank","14815","33040302","33040302","61","Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\14815.md","in_scope_exact_code","True"
"foc_qbank","17198","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\17198.md","in_scope_exact_code","False"
"foc_qbank","17365","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\17365.md","in_scope_exact_code","False"
"foc_qbank","17403","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\17403.md","in_scope_exact_code","False"
"foc_qbank","17509","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\17509.md","in_scope_exact_code","False"
"foc_qbank","17681","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\17681.md","in_scope_exact_code","False"
"foc_qbank","17697","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\17697.md","in_scope_exact_code","False"
"foc_qbank","17879","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\17879.md","in_scope_exact_code","False"
"foc_qbank","17960","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\17960.md","in_scope_exact_code","False"
"foc_qbank","18350","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\18350.md","in_scope_exact_code","False"
"foc_qbank","18378","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\18378.md","in_scope_exact_code","False"
"foc_qbank","18660","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\18660.md","in_scope_exact_code","False"
"foc_qbank","18775","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\18775.md","in_scope_exact_code","False"
"foc_qbank","19700","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\19700.md","in_scope_exact_code","False"
"foc_qbank","19824","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\19824.md","in_scope_exact_code","False"
"foc_qbank","20111","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\20111.md","in_scope_exact_code","False"
"foc_qbank","20383","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\20383.md","in_scope_exact_code","False"
"foc_qbank","20679","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\20679.md","in_scope_exact_code","False"
"foc_qbank","20765","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\20765.md","in_scope_exact_code","False"
"foc_qbank","20795","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","B","C:\FOC\Workspace\QBank\20795.md","in_scope_exact_code","False"
"foc_qbank","21132","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\21132.md","in_scope_exact_code","False"
"foc_qbank","21137","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","A","C:\FOC\Workspace\QBank\21137.md","in_scope_exact_code","False"
"foc_qbank","21502","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","D","C:\FOC\Workspace\QBank\21502.md","in_scope_exact_code","False"
"foc_qbank","21630","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\21630.md","in_scope_exact_code","False"
"foc_qbank","22148","33040302","33040302",,"Evidence","Hearsay and Circumstances of Its Admissibility","C","C:\FOC\Workspace\QBank\22148.md","in_scope_exact_code","False"
"foc_finished","14863","35030304","35030304",,"EVIDENCE","Liability insurance",,"C:\FOC\Workspace\Finished\CQ14863.md","transformed_exact_code","True"
"foc_finished","14863","35030304","35030304",,"EVIDENCE","Liability insurance",,"C:\FOC\Workspace\Finished\CQ14863_updated.md","transformed_exact_code","True"
"foc_finished","22156","35030304","35030304",,"EVIDENCE","General Provisions","B","C:\FOC\Workspace\Finished\CQ22156.md","transformed_exact_code","True"
"foc_finished","22229","35030304","35030304",,"EVIDENCE","Liability insurance","B","C:\FOC\Workspace\Finished\CQ22229.md","transformed_exact_code","True"
"foc_qbank","14863","35030304","35030304","94","Evidence","Privileges and Other Policy Exclusions","D","C:\FOC\Workspace\QBank\14863.md","in_scope_exact_code","True"
"foc_qbank","17192","35030304","35030304",,"Evidence","Privileges and Other Policy Exclusions","A","C:\FOC\Workspace\QBank\17192.md","in_scope_exact_code","False"
"foc_qbank","17761","35030304","35030304",,"Evidence","Privileges and Other Policy Exclusions","A","C:\FOC\Workspace\QBank\17761.md","in_scope_exact_code","False"
"foc_qbank","18539","35030304","35030304",,"Evidence","Privileges and Other Policy Exclusions","D","C:\FOC\Workspace\QBank\18539.md","in_scope_exact_code","False"
"foc_qbank","18664","35030304","35030304",,"Evidence","Privileges and Other Policy Exclusions","A","C:\FOC\Workspace\QBank\18664.md","in_scope_exact_code","False"
"foc_qbank","20515","35030304","35030304",,"Evidence","Privileges and Other Policy Exclusions","A","C:\FOC\Workspace\QBank\20515.md","in_scope_exact_code","False"
"foc_qbank","20804","35030304","35030304",,"Evidence","Privileges and Other Policy Exclusions","B","C:\FOC\Workspace\QBank\20804.md","in_scope_exact_code","False"
"foc_qbank","22265","35030304","35030304",,"Evidence","Privileges and Other Policy Exclusions","C","C:\FOC\Workspace\QBank\22265.md","in_scope_exact_code","False"
